question,sentence,label,idx
What ABC comedy had the record for the longest running comedy until being passed by the Simpsons in 2002?,"ABC's merger with UPT led to the creation of relationships with Hollywood's film production studios, breaking a quarantine that had existed at that time between film and television, the latter of which had previously been more connected to radio.",1,570
Where in South Carolina did Huguenot nobility settle?,He became pastor of the first Huguenot church in North America in that city.,1,74
Who was the leader who established the colony at Florida?,"In 1564 a group of Norman Huguenots under the leadership of Jean Ribault established the small colony of Fort Caroline on the banks of the St. Johns River in what is today Jacksonville, Florida.",0,5140
"When was the ""Dalekmania"" period?","The second was the late 1970s, when Tom Baker occasionally drew audiences of over 12 million.",1,2108
Cells of the site of an infection in a plant undergo what process to prevent spread of the disease?,"When a part of a plant becomes infected, the plant produces a localized hypersensitive response, whereby cells at the site of infection undergo rapid apoptosis to prevent the spread of the disease to other parts of the plant.",0,741
What type of company is Van Gend en Loos?,"Because article 30 clearly, unconditionally and immediately stated that no quantitative restrictions could be placed on trade, without a good justification, Van Gend en",1,3799
What time framd does the Seven Years War cover?,"In Europe, the North American theater of the Seven Years' War usually is not given a separate name.",1,5083
What type of opportunities would be expected from these counties?,"Excellent job opportunities are expected as retirements, especially among secondary school teachers, outweigh slowing enrollment growth; opportunities will vary by geographic area and subject taught.[citation needed]",0,1310
What sort of motion did Watt's steam engine continuously produce?,In 1781 James Watt patented a steam engine that produced continuous rotary motion.,0,3202
How many seasons did NYPD Blue last?,"Daniel Burke departed from Capital Cities/ABC in February 1994, with Thomas Murphy taking over as president before ceding control to Robert Iger.",1,2122
What is the conventional method to measure the Rhine?,"The length of the Rhine is conventionally measured in ""Rhine-kilometers"" (Rheinkilometer), a scale introduced in 1939 which runs from the Old Rhine Bridge at Constance (0 km) to Hoek van Holland (1036.20 km).",0,2949
What department in the U.S. spearheaded the efforts against Islamism?,"U.S. Defense Secretary Robert Gates called for establishing something similar to the defunct U.S. Information Agency, which was charged with undermining the communist ideology during the Cold War.",1,2221
How many Kenyans are non-religious?,"Sizeable minorities of other faiths do exist (Muslim 11.2%, indigenous beliefs 1.7%), and nonreligious 2.4%.",0,1800
What will be obtained as part of longer term plans for improvements to Newcastle's train system?,Longer term plans include the procurement of an entirely new fleet of trains and further extensions to the system.,0,569
What success did Abercrombie gain out of the defeat at Carillon?,"The third invasion was stopped with the improbable French victory in the Battle of Carillon, in which 3,600 Frenchmen famously and decisively defeated Abercrombie's force of 18,000 regulars, militia and Native American allies outside the fort the French called Carillon and the British called Ticonderoga.",1,2438
Who was exempt from the meritocratic principles of the Mongol Empire?,"The Mongol Empire did not emphasize the importance of ethnicity and race in the administrative realm, instead adopting an approach grounded in meritocracy.",1,1478
What basin was formed when the Andes Mountains rose?,"During the mid-Eocene, it is believed that the drainage basin of the Amazon was split along the middle of the continent by the Purus Arch.",1,4641
"What country was Abhisit Vejjajiva prime minister of, despite having been born in Newcastle?","Ironmaster, metallurgist, and member of parliament Isaac Lowthian Bell was born in the city in 1816.",1,3509
"What type of degree must a teacher have, at a minimum?","Teachers in state schools must have at least a bachelor's degree, complete an approved teacher education program, and be licensed.",0,946
Where is Energiprojekt AB based?,"Although the reciprocating steam engine is no longer in widespread commercial use, various companies are exploring or exploiting the potential of the engine as an alternative to internal combustion engines.",1,5290
What consist of one ore more Annual Conferences?,"Bishops thus elected serve Episcopal Areas, which consist of one or more Annual Conferences.",0,2742
"Prior to Super Bowl 50, when were the Carolina Panthers last there?","Coincidentally, both teams were coached by John Fox in their last Super Bowl appearance prior to Super Bowl 50.",1,2833
