question,passage,idx,label
is this is us over for the season,"This Is Us (season 2) -- The second season, consisting of 18 episodes, aired from September 26, 2017, to March 13, 2018, on NBC. This Is Us served as the lead-out program for Super Bowl LII in February 2018 with the second season's fourteenth episode.",1820,1
will a straight talk phone work with tracfone,"TracFone Wireless -- Straight Talk is another operator, through a partnership between TracFone and Walmart, offering several different rate plans; a $30 limited plan, $35, $45, and $55 30-day unlimited plans and a $60 unlimited international calling plan. Discounts are available for purchasing multiple months of the unlimited plan. Straight Talk is a Mobile Virtual Network operator (MVNO) offering both CDMA and GSM support. The CDMA network uses Verizon's or Sprint's CDMA 1xRTT wireless networks and the GSM side makes use of either T-Mobile's or AT&T's GSM networks.",806,1
has a club pro ever won the pga,"PGA Professional Championship -- Sam Snead and Bob Rosburg are the only players to win a major championship and the PGA Professional Championship. Bruce Fleisher and Larry Gilbert each would go on to win a senior major. Several other winners have had PGA Tour careers, either before or after winning the championship. The first edition in 1968 was held in early December in Scottsdale, Arizona.",3198,1
is an architectural designer the same as an architect,"Architectural designer -- Architectural designers have skills similar to those of architects. However, they may not hold the same degree qualification and are generally not recognised by a statutory body. Depending on the jurisdiction, limitations may exist in projects in the work that an architectural designer is permitted to perform without direct supervision from a registered architect.",2043,0
is there any way to stop an executive order,"Executive order -- Like both legislative statutes and regulations promulgated by government agencies, executive orders are subject to judicial review and may be overturned if the orders lack support by statute or the Constitution. Major policy initiatives require approval by the legislative branch, but executive orders have significant influence over the internal affairs of government, deciding how and to what degree legislation will be enforced, dealing with emergencies, waging wars, and in general fine-tuning policy choices in the implementation of broad statutes. As the head of state and head of government of the United States, as well as Commander-in-Chief of the United States Armed Forces, only the President of the United States can issue an executive order.",1055,1
is v power the same as super unleaded,"Shell V-Power -- Initially used for higher octane Super Unleaded petrol/gasoline (formerly known as Optimax in some regions), it is now additionally used for high specification diesel fuel.",2375,1
is 50 to 1 based on a true story,"50 to 1 -- 50 to 1 is a 2014 American drama film based on the true story of Mine That Bird, an undersized thoroughbred racehorse who won the 2009 Kentucky Derby in one of the biggest upsets in the history of the race. The film received a limited release on March 21, 2014. It was directed by Jim Wilson, who also co-wrote the script with Faith Conroy, and stars Skeet Ulrich, Christian Kane and William Devane. Jockey Calvin Borel, who rode Mine that Bird to his upset Derby win, plays himself in the film.",424,1
does every nation state have a national government,"Nation state -- A nation, in the sense of a common ethnicity, may include a diaspora or refugees who live outside the nation-state; some nations of this sense do not have a state where that ethnicity predominates. In a more general sense, a nation-state is simply a large, politically sovereign country or administrative territory. A nation-state may be contrasted with:",646,1
is 866 a toll free number in canada,"Toll-free telephone numbers in the North American Numbering Plan -- In the United States of America, Canada, and other countries participating in the North American Numbering Plan, a toll-free telephone number has one of the area codes 800, 833, 844, 855, 866, 877, and 888.",2865,1
has a woman ever won cma entertainer of the year,"Country Music Association Award for Entertainer of the Year -- The Country Music Association Awards is a major awards show in country music, with the highest honor being the award for Entertainer of the Year. Garth Brooks has won the most awards with six. In 1972, Loretta Lynn became the first female artist to be honored with this award. Barbara Mandrell became the first artist to win twice.",1025,1
can you play xbox 360 on a xbox one,"List of backward compatible games for Xbox One -- The Xbox One gaming console has received updates from Microsoft since its launch in 2013 that enable it to play select games from its two predecessor consoles, Xbox and Xbox 360. On June 15, 2015, backward compatibility with supported Xbox 360 games became available to eligible Xbox Preview program users with a beta update to the Xbox One system software. The dashboard update containing backward compatibility was released publicly on November 12, 2015. On October 24, 2017, another such update added games from the original Xbox library. The following is a list of all backward compatible games on Xbox One under this functionality.",986,1
