premise,hypothesis,idx,label
So far Sony BMG has not released a list of how many of its CDs are protected or how many have been sold.,Sony BMG sells protected CDs.,790,0
"Sweden has plans to open a virtual embassy in Second Life, the virtual world home to thousands of netizens. Companies like Dell are already selling computers via the virtual world, but Sweden would become the first country to have a cyber-embassy in Second Life. The embassy would not provide visa or perform diplomatic tasks, but would provide information on how and where to get these documents in the real world, as well as giving cultural and tourist information about the country. Visitors will also be able to chat with embassy personnel. A spokesperson explained that it would be an easy and cheap way to reach young people. The idea came from The Swedish Institute, an agency of the Foreign Affairs Ministry of Sweden with providing information about Sweden as a key purpose. The ""House of Sweden"" as it will be called, will be modelled on the new Swedish embassy in Washington with the same name. The opening is expected in a few weeks. Second life has over 3 million registered accounts. On an average day, the maximum of people logged in at the same time peaks at 25,000. In September 2006, Second Life was reported to have a gross domestic product of $64 million. Some schools in the United States and Canada have virtual classrooms on the site. People like Ailin Graef a.k.a. Anshe Chung have developed virtual businesses in Second Life, and earn thousands of real dollars there.",Dell is a Swedish company.,1675,1
"Philip Morris cited strong volume gains in Germany, Italy, France, Spain, central and eastern Europe, Russia, the Middle East, Japan, Korea, Argentina and Brazil.",Philip Morris made market gains in Russia.,203,0
"As late as 1799, priests were still being imprisoned or deported to penal colonies and persecution only worsened after the French army led by General Louis Alexandre Berthier captured Rome and imprisoned Pope Pius VI, who would die in captivity in Valence, Drôme, France in August of 1799.",Pope Pius VI died in France.,1534,0
"President Obama found a new way to answer to the questions that people have to ask him. So he held a ""virtual townhall"" in which people could write in questions and he would answer them online. He was asked many questions, and one of the most important was about the legalization of marijuana. Obama was very discreet about it. We will give you the full question : ""With over 1 out of 30 Americans controlled by the penal system, why not legalize, control, and tax marijuana to change the failed war on drugs into a money making, money saving boost to the economy? Do we really need that many victimless criminals?"" The president's answer was a strategical one. He started by quoting the question he was asked which was whether legalizing marijuana would improve the economy and job creation. And he answered : ""The answer is no, I don't think that's a good strategy to grow our economy. All right."".",President Obama is in favour of the legalization of marijuana.,1969,1
Deployment of workers to Iraq has been halted after the reported hostage-taking of a Filipino man by gunmen,A Filipino man has been kidnapped by gunmen.,1756,0
"The bet, which won him dinner for four, was regarding the existence and mass of the top quark, an elementary particle discovered in 1995.",The Top Quark is the last of six flavors of quarks predicted by the standard model theory of particle physics.,667,1
"Mahbob Amiri, head of Afghanistan's quick-reaction force, said Monday's bomb in the capital detonated as a United Nations vehicle drove past.",The United Nations produces vehicles.,1632,1
"Prosecutors were still expected to unseal an 11-count manslaughter indictment against the ferry's captain, Michael Gansas.",Gansas' attorneys have said that rule was not communicated to ferry staff.,422,1
"Britain said, Friday, that it has barred cleric, Omar Bakri, from returning to the country from Lebanon, where he was released by police after being detained for 24 hours.","Bakri was briefly detained, but was released.",5,0
A matching fingerprint was discovered on the strap.,A matching fingerprint was excavated from the strap.,2229,1
"Stony Brook, NY (1/10/02)- The discovery of paleolithic art in a cave in South Africa is causing researchers to consider an older and less Euro-centric view of the origins of what is considered 'modern behavior'.",Prehistoric art discovered in South Africa.,1304,0
Russia's natural gas monopoly Gazprom has also shown interest in acquiring a sizable stake in the Uzbek pipeline monopoly.,Gazprom detains the Uzbek pipeline monopoly.,1702,1
"Ms. Miers' whole life was based in Dallas and revolved around her legal work, her family and an attachment to an evangelical church that led her to what her former pastor described as a flowering of faith late in life.",Ms. Miers was a leader of an evangelical church.,693,1
Gamma ray bursts are some of the most powerful objects observed in the Universe and are thought to signal the birth of black holes. Swift is designed to detect the bursts and automatically re-orient itself to gather images and data of the phenomenon.,Gamma rays are forms of electromagnetic radiation.,161,1
"Qin Shi Huang, personal name Zheng, was king of the Chinese State of Qin from 247 BCE to 221 BCE, and then the first emperor of a unified China from 221 BCE to 210 BCE, ruling under the name First Emperor.",Qin Shi Huang was the first China Emperor.,517,0
Saint John's Cathedral is the oldest church in Warsaw.,"In the Old Town, the Gothic St . John's Cathedral and the red-brick fortifications known as the Barbican remain from the medieval period.",2113,1
"New Delhi: More than 100 Nobel prize winners, two US congressmen, and leading labour organizations have expressed concern over threats against the life of Kailash Satyarthi, India's leading opponent of child labour.","Kailash Satyarthi, India's leading opponent of child labour.",1631,0
"Clonaid scientist, Brigitte Boisselier, said the first human clone - a girl nicknamed Eve - was born on Thursday to an American mother.",Brigitte Boisselier announced that a cloned baby had been born.,1803,0
