label,title,content
3,Terron Armstead, Terron Armstead (born July 23 1991) is an American football offensive tackle for the New Orleans Saints of the National Football League (NFL). Armstead played college football for the University of Arkansas at Pine Bluff. The New Orleans Saints chose him in the third round of the 2013 NFL Draft.
1,National Ilan University, The National Ilan University (Chinese: 國立宜蘭大學; pinyin: Guólì Yilán Dàxué) is a university in Yilan City Yilan County Taiwan.
11,O2 (O-Town album), O2 is the second studio album by American boyband O-Town following the success of their triple-platinum self-titled debut album.
0,Swazi Express Airways, Swazi Express Airways was an airline based in Swaziland and owned by Steffen Air Charter Services.The airline was on the List of air carriers banned in the European Union.
7,Black Mixen, Black Mixen (Welsh: Micsen Du) is a subsidiary summit of Rhos Fawr or Great Rhos in the Radnor Forest. The summit is large peat bog plateau. The summit is marked with a cairn and is next to a radio transmitter and its building.Black Mixen is the only Nuttall to have a communications mast (a radio transmitter) on its summit . To the east is Bache Hill to the south are the Black Mountains to the west is the Great Rhos plateau.
8,Pa-ye Astan, Pa-ye Astan (Persian: پاي استان‎ also Romanized as Pā-ye Āstān Pā Āsetān Pāy Āsetān and Pa yi Āstān) is a village in Kunani Rural District Kunani District Kuhdasht County Lorestan Province Iran. At the 2006 census its population was 259 in 53 families.
3,Michael Sandstød, Michael Sandstød (born 23 June 1968 in Copenhagen) is a Danish former professional racing cyclist who achieved success on both the road and track. Sandstød represented Denmark at the 1992 Summer Olympics where he rode in the qualification round of the team pursuit where he won a bronze medal.
12,Sombras de gloria, Sombras de gloria (English title: Shadows of Glory) is a Spanish-language American film released in 1930. It was produced by Sono Art-World Wide Pictures to serve as an alternate-language version of their English-language release Blaze o' Glory (1929). It was the first foreign-language sound film produced in the United States.
12,The Singer and the Dancer, The Singer and the Dancer is a 1977 film directed by Gillian Armstrong. It stars Ruth Cracknell and Elizabeth Crosby.
4,Brian Fitzpatrick (Scottish politician), Brian Fitzpatrick (born 1961) is a Scottish Labour Party politician. He attended St. Robert Bellarmine Catholic school in Glasgow before studying law at Glasgow University. Between 1985 and 1992 he worked as a solicitor.In 1999 First Minister Donald Dewar appointed him as Head of Policy in the First Minister's Policy Unit he resigned from this post following Dewar's death in 2000.Fitzpatrick was a Member of the Scottish Parliament between 2001 and 2003.
3,Mahmoud Karkar, Mahmoud Karkar (Arabic: محمود كركر‎) (born 21 October 1974) is a Syrian footballer.He currently plays for Al-Wahda including in the 2014 AFC Cup group stage.
8,Shahrak-e Zeverdegan, Shahrak-e Zeverdegan (Persian: شهرك زوردگان‎ also Romanized as Shahrak-e Zeverdegān; also known as Zeverdegān) is a village in Kiar-e Gharbi Rural District in the Central District of Kiar County Chaharmahal and Bakhtiari Province Iran. At the 2006 census its population was 575 in 130 families.
12,A Perfect Ending, A Perfect Ending is a 2012 LGBT film written and directed by Nicole Conn.
9,Denticucullus, Denticucullus is a genus of moths of the Noctuidae family.
6,Richmond County Courthouse (Virginia), Richmond County Courthouse is a historic courthouse building located at Warsaw Richmond County Virginia. It was built between 1748 and 1750 and is a one-story Colonial era brick building with a hipped roof. It measures approximately 52 feet by 41 feet. During a remodeling in 1877 the original arcade was bricked up and incorporated into the main building. Also on the property is a contemporary clerk's office.
10,Templetonia stenophylla, Templetonia stenophylla commonly known as Leafy Templetonia is a species of flowering plant in the family Fabaceae. It is endemic to eastern Australia.
8,Ponta Figo, Ponta Figo is a village on São Tomé Island. It is nine miles from the main airport.Ponta Figo has a church and a square (praça).
7,Micker Brook, Micker Brook is a minor river in Cheshire and Greater Manchester England.Known early in its course as Bollinhurst Brook and Norbury Brook then Lady Brook the river runs along the Ladybrook Valley westward and northward through Hazel Grove Bramhall and Cheadle. It joins the River Mersey close to Junction 3 of the M60 motorway.
10,Codiaeum, Codiaeum is a genus of plants under the family Euphorbiaceae. It comprises about 16 species found from Malesia to the Pacific. They are shrubs with leathery leaves and often confused with the genus Croton. Some species especially Codiaeum variegatum are cultivated as houseplants.
11,The Essential Allman Brothers Band: The Epic Years, The Essential Allman Brothers Band: The Epic Years is a greatest hits album by The Allman Brothers Band released in 2004. The album is put out by their former label Epic Records and is part of then-Sony BMG's The Essential series. The album has songs created by the band from their switch to Epic for their 1989 reformation until they left the label in 2003. What is now Sony Music Entertainment also owns the band's releases on Arista Records.
0,Tyan, Tyan Computer Corporation (泰安電腦科技股份有限公司; also known as Tyan Business Unit or TBU) is a subsidiary of MiTAC International and a manufacturer of computer motherboards including models for both Intel and AMD processors. They develop and produce high-end server SMP and desktop barebones systems as well as provide design and production services to tier 1 global OEMs and a number of other regional OEMs.The company was founded in 1989 by Dr. T. Symon Chang a veteran of IBM and Intel.
9,Zygoballus rufipes, Zygoballus rufipes commonly called the hammerjawed jumper is a species of jumping spider which occurs in the United States Canada and Central America. Adult females are 4.3 to 6 mm in body length while males are 3 to 4 mm.
6,St John's Church Wolverhampton, St. John's Church is a Grade II* listed Church of England parish church in Wolverhampton.
0,Burbank Bus, Burbank Bus is Burbank California's transportation service providing local routes that serve the need of those commuting within the city itself or who plan on using the bus to connect with rail service to Los Angeles or surrounding suburbs. Burbank Bus compliments the Los Angeles County Metropolitan Transportation Authority's crosstown routes through the city. Burbank bus routes run on weekdays in the rush hour.
5,Samuel P. Ely (shipwreck), Samuel P. Ely is a shipwreck in Two Harbors Minnesota listed on the National Register of Historic Places. She was a schooner that sailed the Great Lakes carrying iron ore coal and other bulk freight. She was built in 1869 and was a fairly typical example of the 200-foot schooner built in the 1870s though she was reinforced for the demands of carrying iron ore.
13,Ex Machina (comics), Ex Machina is an American creator-owned comic book series created by Brian K. Vaughan and Tony Harris and published by DC Comics under the Wildstorm imprint.The series details the life of Mitchell Hundred (also known as The Great Machine) the world's first and only superhero who in the wake of his actions on 9/11 is elected Mayor of New York City. The story is set during Hundred's term in office and interwoven with flashbacks to his past as the Great Machine.
11,Chimera (Andromeda album), Chimera is the third album by the progressive metal band Andromeda released in 2006.
4,Pat Sullivan (politician), Patrick Sullivan is a Democratic representative for the 47th legislative district in the House of Representatives of the State of Washington. He is currently the House Majority Leader and serves on the Ways and Means Committee.
12,Dreams of Glass, Dreams of Glass is a 1970 film directed by Robert Clouse. It stars John Denos and Caroline Barrett. It was Danny DeVito's first film appearance.
10,Marcgravia polyadenia, Marcgravia polyadenia is a species of plant in the Marcgraviaceae family. The flowering vine is endemic to Ecuador.
3,Bruce Walker (footballer), Bruce Walker (born 27 August 1946) is an English former professional footballer who played as a left winger.
0,Indian Railway Catering and Tourism Corporation, Indian Railway Catering and Tourism Corporation is a subsidiary of the Indian Railways that handles the catering tourism and online ticketing operations of the railways.
